date,open,high,low,close,volume
11/4/1987,0.1996,0.2155,0.1953,0.207,404875
11/5/1987,0.208,0.2176,0.2069,0.2144,345707
11/6/1987,0.2134,0.2144,0.1996,0.2017,319933
11/9/1987,0.1986,0.2017,0.1932,0.1996,367707
11/10/1987,0.1975,0.206,0.1932,0.1996,387153
11/11/1987,0.2017,0.2091,0.2006,0.2081,231942
11/12/1987,0.2155,0.2208,0.2081,0.2123,421115
11/13/1987,0.2123,0.2134,0.2049,0.2049,248367
11/16/1987,0.2069,0.2112,0.2017,0.2027,252458
11/17/1987,0.1985,0.2017,0.1921,0.1985,294286
11/18/1987,0.2017,0.2038,0.1911,0.2038,379216
11/19/1987,0.2049,0.2059,0.1953,0.1964,318569
11/20/1987,0.1932,0.2027,0.19,0.2017,350135
11/23/1987,0.2006,0.2069,0.1995,0.2027,189496
11/24/1987,0.2059,0.2081,0.1932,0.2017,306667
11/25/1987,0.2017,0.2028,0.1953,0.1953,136539
11/27/1987,0.1953,0.1964,0.1911,0.1921,77769
11/30/1987,0.1879,0.191,0.172,0.19,696911
12/1/1987,0.1889,0.1942,0.1825,0.1857,312169
12/2/1987,0.1848,0.1901,0.1816,0.1869,290992
12/3/1987,0.1878,0.19,0.1709,0.1714,541952
12/4/1987,0.1709,0.18,0.1699,0.1784,517077
12/7/1987,0.1826,0.1857,0.1794,0.1836,281106
12/8/1987,0.1836,0.2017,0.1826,0.2017,477730
12/9/1987,0.2006,0.2049,0.1953,0.1964,355807
12/10/1987,0.1932,0.2102,0.1879,0.2017,703083
12/11/1987,0.2028,0.2059,0.1985,0.2038,307738
12/14/1987,0.2038,0.2166,0.2028,0.2155,403910
12/15/1987,0.2176,0.2202,0.2123,0.2176,476455
12/16/1987,0.2144,0.2324,0.2134,0.2303,448054
12/17/1987,0.2325,0.2325,0.2198,0.2208,399213
12/18/1987,0.2229,0.2283,0.2208,0.2208,222872
12/21/1987,0.2229,0.2271,0.2154,0.2186,217194
12/22/1987,0.2186,0.225,0.2123,0.2229,177354
12/23/1987,0.2261,0.2282,0.2218,0.2261,257771
12/24/1987,0.2261,0.2282,0.2251,0.2261,53804
12/28/1987,0.2251,0.2261,0.2123,0.2176,215331
12/29/1987,0.2176,0.2335,0.2144,0.2314,337339
12/30/1987,0.2314,0.2377,0.2303,0.2367,300154
12/31/1987,0.2346,0.2367,0.2282,0.2303,261288
1/4/1988,0.2325,0.2399,0.2314,0.2378,468555
1/5/1988,0.2431,0.2463,0.2399,0.242,660334
1/6/1988,0.2431,0.2537,0.242,0.2484,516594
1/7/1988,0.2463,0.2574,0.2442,0.2569,385065
1/8/1988,0.2558,0.2622,0.2362,0.2378,617565
1/11/1988,0.2367,0.2462,0.2324,0.2457,609495
1/12/1988,0.2463,0.2485,0.2304,0.241,715458
1/13/1988,0.2378,0.2485,0.2325,0.241,408300
1/14/1988,0.2431,0.2463,0.2378,0.2388,172406
1/15/1988,0.2505,0.2516,0.2452,0.2452,391403
1/18/1988,0.2463,0.2463,0.2388,0.2431,127542
1/19/1988,0.2378,0.2473,0.2367,0.2431,201340
1/20/1988,0.241,0.2431,0.2229,0.2293,886627
